Item type|ENTRYTYPE|ID|Author|Title|Journal|quartil|hindex|Publication year|Volume|Issue|Pages|Publisher|Address|Date published|ISBN|ISBN alt|ISSN|URLs|DOI|Abstract|Keywords|Notes|Affiliation|Language|Pages cited
Journal Article|article|138|Duong L,Evans J|CFO compensation: Evidence from Australia|PACIFIC-BASIN FINANCE JOURNAL|Q1|67|2015|35|A|425-443|ELSEVIER SCIENCE BV|PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS|2015-11|||0927-538X|http://dx.doi.org/10.1016/j.pacfin.2015.03.006|10.1016/j.pacfin.2015.03.006|We investigate the extent to which the incentive alignment theory and the managerial power theory explain the variability of CFO compensation in Australia. We find a positive relationship between the level of CFO compensation and measures of job complexity and firm stock market performance. However, we do not find the pay-for-performance link when performance is measured at the CFO-specific level. CFOs actually receive higher non-cash compensation when reporting quality is lower, suggesting a sharp contrast to predictions of the incentive alignment approach. Conversely, we find that CFOs who have more managerial power (the CFO is on the board of directors, or holds a higher level of stock ownership, or stays longer in their position) receive significantly higher compensation. For example, a CFO who has board membership receives on average $323,590 more than the total compensation of a CFO who is not a board insider. Overall both theories are important in determining Australian CEO compensation but the managerial power hypothesis explains a larger fraction of variation in CFO pay than the incentive alignment view. (C) 2015 Elsevier B.V. All rights reserved.|CFO compensation; Job complexity; Performance; Managerial power||Duong, L (Corresponding Author), Curtin Univ, Sch Accounting, Bentley Campus,GPO Box U1987, Perth, WA 6845, Australia. Duong, Lien; Evans, John, Curtin Univ, Curtin Business Sch, Perth, WA 6845, Australia.|English|
Journal Article|article|139|Langan R,Krause R,Menz M|Executive Board Chairs: Examining the Performance Consequences of a Corporate Governance Hybrid|JOURNAL OF MANAGEMENT|Q1|261|||||SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA||||0149-2063|http://dx.doi.org/10.1177/01492063221102394|10.1177/01492063221102394|Traditional agency theory views the proper role of the board chair exclusively as providing independent oversight to monitor and control the CEO. Recently, firms have introduced innovations in board leadership that have confounded these theoretical expectations. One notable innovation is the executive board chair, a corporate governance hybrid responsible for both oversight and strategic decision-making, challenging agency theory's prescription that the two activities remain separate. In this study, we argue that an executive board chair position can resolve the trade-off between independent oversight and involvement in strategy and therefore generate a performance advantage. We also predict that, owing to the blurring of lines between the CEO and board chair roles that the executive board chair position creates, the relationship will be stronger the greater the need to monitor and control the CEO but weaker when organizational complexity and board leadership demands are greater. Analysis of S&P 1500 firms from 2003 to 2017 provides general support for our arguments.|board chair; board of directors; agency theory; corporate governance; strategic leadership; CEO power||Langan, R (Corresponding Author), Univ Geneva, Geneva Sch Econ & Management, 40 Blvd Pont dArve, CH-1205 Geneva, Switzerland. Langan, Robert; Menz, Markus, Univ Geneva, Geneva, Switzerland. Krause, Ryan, Texas Christian Univ, Ft Worth, TX 76129 USA.|English|
Journal Article|article|140|Frijns B,Dodd O,Cimerova H|The impact of cultural diversity in corporate boards on firm performance|JOURNAL OF CORPORATE FINANCE|Q1|120|2016|41||521-541|ELSEVIER|RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS|2016-12|||0929-1199|http://dx.doi.org/10.1016/j.jcorpfin.2016.07.014|10.1016/j.jcorpfin.2016.07.014|We examine the impact of cultural diversity in boards of directors on firm performance. We construct a measure of national cultural diversity by calculating the average of cultural distances between board members using Hofstede's culture framework. Our findings indicate that national cultural diversity in boards negatively affects firm performance measured by Tobin's Q and ROA. These results hold after controlling for potential endogeneity using firm fixed effects and instrumental variables regressions. Further, the results are robust to controlling for a wide range of board and firm characteristics, including various measures of ``foreignness'' of the firm, alternative culture frameworks, and other measures of culture. The negative impact of cultural diversity on performance is mitigated by the complexity of the firm and the size of foreign sales and operations. In addition, we find that the negative effects of cultural diversity are concentrated among the independent directors. Finally, we find that not all aspects of cultural differences are equally important and that it is mainly the diversity in individualism and masculinity that affects the effectiveness of boards of directors. (C) 2016 Elsevier B.V. All rights reserved.|Cultural diversity; Cultural distance; Board diversity; Firm performance||Frijns, B (Corresponding Author), Auckland Univ Technol, Dept Finance, Private Bag 92006, Auckland 1142, New Zealand. Frijns, Bait; Dodd, Olga; Cimerova, Helena, Auckland Univ Technol, Dept Finance, Private Bag 92006, Auckland 1142, New Zealand.|English|
Journal Article|article|141|Schiehll E,Lewellyn K,Yan W|A configurational perspective of boards' attention structures|CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW|Q1|99|||||WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA||||0964-8410|http://dx.doi.org/10.1111/corg.12493|10.1111/corg.12493|Research Question/Issue What combinations of board attributes and contextual factors explain boards' selective distribution of attention between their dual role of resource provisioning and monitoring? At the board level, we consider board structure and breadth of knowledge, while the context in which boards operate is captured by the degree of external scrutiny, operational complexity, performance, and ownership structure. Research Findings/Insights Our study demonstrates that there are multiple ways board attributes bundle and combine with important elements of the context to promote similar board attention structures. Our findings provide evidence of the causal complexity underlying this phenomenon and corroborate the notions of equifinality and asymmetric causality among board-, firm-, and institution-level conditions conducive to boards allocating more attention to either their resource provisioning or monitoring roles. Theoretical/Academic Implications Our findings support the attention-based view (ABV), suggesting that boards' selective distribution of attention is regulated by the combination of skills and knowledge directors bring to the firm and the stimuli provided by contextual factors. In doing so, we underscore the need for an extended theory on board effectiveness, as resource dependence- and agency- based prescriptions about boards' behavior may be incomplete, since there is limited consideration by these theories of the bounded rationality of directors and the complex relationships between the factors that can frame boards' selective distribution of attention. Practitioner/Policy Implications Our study informs efforts to disentangle the conditions under which different attributes combine and regulate boards' distribution of attention, which has implications for nomination committees and powerful actors who have influence on board appointments. Because our results reveal several causal paths that can promote similar board attention structures, decision makers may wish to recruit directors with specific attributes that will be the best fit for the firm's contextual conditions.|attention-based view; board of directors; China; configurational perspective; corporate governance; structural distribution of attention||Schiehll, E (Corresponding Author), HEC Montreal, 3000 Chemin Cote St Catherine, Montreal, PQ H3T 2A7, Canada. Schiehll, Eduardo; Yan, Wenxi, HEC Montreal, 3000 Chemin Cote St Catherine, Montreal, PQ H3T 2A7, Canada. Schiehll, Eduardo, Aalto Univ, Sch Business, Espoo, Finland. Lewellyn, Krista, Florida Southern Coll, Lakeland, FL USA.|English|
Journal Article|article|142|Jouber H|Environmental sustainability performance and shareholder value: an international fuzzy-set qualitative comparative analysis|EUROMED JOURNAL OF BUSINESS|Q1|31|||||EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND||||1450-2194|http://dx.doi.org/10.1108/EMJB-09-2022-0161|10.1108/EMJB-09-2022-0161|PurposeConsidering corporate governance (CG hereinafter) practices' variety across Anglo- American and European countries, this study relies on contingency and complexity theories to investigate the effect of environmental sustainability performance (ESP hereinafter) on shareholder value under various configurations of board of directors (BoD hereinafter), firm and country characteristics.Design/methodology/approachThe author used the Thomson Reuters Environment Pillar Score (ASSET4) and the Total Shareholder Return to assess ESP and shareholder value respectively. The author applied a fuzzy-set qualitative comparative analysis (fsQCA hereinafter) to an unbalanced panel of 2,284 observations from 486 European and Anglo- American non-financial listed firms over the period 2016-2020.FindingsThe author found a positive association between ESP and shareholder value and he displayed notable differences between Anglo-American and European economies regarding causal predictors of this positive association. Within European firms operating under civil law code where investor protection is low and family ownership is widespread, ESP creates shareholder value under configurations of causal predictors that significantly differ from those of their Anglo- American peers. The author's findings are robust to different identification strategies.Practical implicationsThis study assists researchers, practitioners, shareholders and policymakers the significant roles that BoD diversity, organisational and institutional traits are jointly playing as determinants of the ESP-shareholder value relationship.Originality/valueThe author's study offers a more encompassing, complete and theoretically richer picture of the key drivers and outcomes of ESP.|Sustainability; Environmental performance; Shareholder value; Complexity theory; fsQCA||Jouber, H (Corresponding Author), Imam Mohammad Ibn Saud Islamic Univ IMSIU, Riyadh, Saudi Arabia. Jouber, H (Corresponding Author), Sfax Univ, LARTIGE, Sfax, Tunisia. Jouber, Habib, Imam Mohammad Ibn Saud Islamic Univ IMSIU, Riyadh, Saudi Arabia. Jouber, Habib, Sfax Univ, LARTIGE, Sfax, Tunisia.|English|
Journal Article|article|143|Rodriguez-Dominguez L,Garcia-Sanchez IM,Gallego-Alvarez I|Explanatory factors of the relationship between gender diversity and corporate performance|EUROPEAN JOURNAL OF LAW AND ECONOMICS|Q1|34|2012|33|3, SI|603-620|SPRINGER|233 SPRING ST, NEW YORK, NY 10013 USA|2012-06|||0929-1261|http://dx.doi.org/10.1007/s10657-010-9144-4|10.1007/s10657-010-9144-4|In recent years a growing interest in gender diversity has arisen in the business context, and a significant number of research studies have analysed its effect on corporate performance. Nonetheless, these studies have not led to conclusive results, perhaps owing to the complexity of the relationship. The present work focuses on analysing two possible justifications of the contradictory effects of gender diversity on company performance: the business context and the optimum size of the female presence in decision-making bodies. The results obtained show that when working conditions and academic background are similar, women achieve better performance in sectors traditionally dominated by men. Moreover, to take the best advantage of gender diversity it is recommended that boards of directors should be balanced or have a slightly higher female presence.|Gender diversity; Business profitability; Panel data; Academic background; Corporate performance||Rodriguez-Dominguez, L (Corresponding Author), Univ Salamanca, Fac Econ & Business Adm, Campus Miguel de Unamuno,Edificio FES, Salamanca 37007, Spain. Rodriguez-Dominguez, Luis; Garcia-Sanchez, Isabel- Maria; Gallego-Alvarez, Isabel, Univ Salamanca, Fac Econ & Business Adm, Salamanca 37007, Spain.|English|
Journal Article|article|145|Merendino A,Goergen M|How Far That Little Candle Throws His Beams! An Interview With Mats Isaksson|JOURNAL OF MANAGEMENT INQUIRY|Q1|72|2018|27|4|411-419|SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA|2018-10|||1056-4926|http://dx.doi.org/10.1177/1056492617712896|10.1177/1056492617712896|This article adopts a policy-maker perspective on corporate governance, while exploring the role of academia in influencing corporate governance principles, the reasons for the boilerplate approach to governance rules typically adopted by most companies, and the reasons for a possible disconnect between research and corporate governance policies. The article ends with some key lessons about corporate governance and the future research agenda.|Corporate governance; corporate culture; business and government; political economy; policy-makers; board of directors; agency theory||Merendino, A (Corresponding Author), Coventry Univ, Fac Business & Law, Ctr Business Soc, Priory St, Coventry CV1 5FB, W Midlands, England. Merendino, Alessandro, Coventry Univ, Coventry, W Midlands, England. Goergen, Marc, Cardiff Univ, Cardiff, S Glam, Wales.|English|
Journal Article|article|146|Kolev KD,Hughes-Morgan M,Rehbein K|The Role of Female Directors in the Boardroom: Examining Their Impact on Competitive Dynamics|BUSINESS & SOCIETY|Q1|90|2021|60|4|811-843|SAGE PUBLICATIONS INC|2455 TELLER RD, THOUSAND OAKS, CA 91320 USA|2021-04|||0007-6503|http://dx.doi.org/10.1177/0007650319847477|10.1177/0007650319847477|This study contributes simultaneously to research on women board members and competitive dynamics by investigating two unresolved research questions: What is the effect of female directors on the firm's competitive repertoire? Under what conditions is this effect more pronounced? Leveraging the ``Awareness-Motivation-Capability'' (AMC) framework, we predict that having women on the board of directors should impact the complexity, heterogeneity, and volume of the firm's competitive moves. Relying upon a sample of U.S. pharmaceutical firms for the years 2000 to 2017, we find that adding female directors on the board positively affects the complexity and volume of a firm's competitive moves, but negatively impacts the heterogeneity of competitive actions. In addition, the presence of a female CEO moderates these effects, leading to more complex competitive actions and increased volume. Thus, our study lends a greater understanding of how female board members influence competitive dynamics and shape the strategic direction of the firm.|CEO gender; competitive dynamics; female directors||Hughes-Morgan, M (Corresponding Author), Marquette Univ, Coll Business, 214 David Straz Hall, Milwaukee, WI 53201 USA. Kolev, Kalin D., Marquette Univ, Milwaukee, WI 53233 USA. Hughes-Morgan, Margaret, Marquette Univ, Management, Milwaukee, WI 53233 USA. Rehbein, Kathleen, Marquette Univ, Coll Management, Management, Milwaukee, WI 53233 USA.|English|
Journal Article|article|147|Campbell JL,Mauler LM,Pierce SR|A review of derivatives research in accounting and suggestions for future work|JOURNAL OF ACCOUNTING LITERATURE|Q1|21|2019|42||44-60|ELSEVIER SCIENCE INC|STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA|2019-06|||0737-4607|http://dx.doi.org/10.1016/j.acclit.2019.02.001|10.1016/j.acclit.2019.02.001|This paper provides a review of research on financial derivatives, with an emphasis on and comprehensive coverage of research published in 15 top accounting journals from 1996 to 2017. We begin with some brief institutional details about derivatives and then summarize studies explaining when and why firms use derivatives. We then discuss the evolution of the accounting rules related to derivatives (and associated disclosure requirements) and studies that examine changes in these requirements over the years. Next, we review the literature that examines the consequences of firms' derivative use to various capital market participants (i. e., managers, analysts, investors, boards of directors, etc.), with an emphasis on the role that the accounting and disclosure rules play in such consequences. Finally, we discuss the importance of industry affiliation on firms' derivative use and the role that industry affiliation plays in derivatives research. Overall, our review suggests that, perhaps due to their inherent complexity and data limitations, derivatives are relatively understudied in accounting, and we highlight several areas where future research is needed.|Derivatives; Hedging; Hedge accounting; Risk management||Pierce, SR (Corresponding Author), Florida State Univ, Coll Business, Dept Accounting, Tallahassee, FL 32304 USA. Campbell, John L., Univ Georgia, Terry Coll Business, JM Tull Sch Accounting, Athens, GA 30602 USA. Mauler, Landon M.; Pierce, Spencer R., Florida State Univ, Coll Business, Dept Accounting, Tallahassee, FL 32304 USA.|English|
Journal Article|article|148|Johnson S,Schnatterly K,Bolton JF,Tuggle C|Antecedents of New Director Social Capital|JOURNAL OF MANAGEMENT STUDIES|Q1|206|2011|48|8|1782-1803|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2011-12|||0022-2380|http://dx.doi.org/10.1111/j.1467-6486.2011.01020.x|10.1111/j.1467-6486.2011.01020.x|Prior research shows that firms benefit from the social capital of their boards of directors but has not explored the antecedents of new director social capital. We argue that firms can attract directors with social capital by offering more compensation. We also argue that more complex firms (firms with a greater scale and scope of operations) are more attractive to such directors because of the greater experience and exposure that such directorships provide. Similarly, we argue that firms with high- status directors on their current boards will be more attractive to directors with social capital. We analyse the social capital of new outside directors added to boards of semiconductor firms between 1993 and 2007. Surprisingly, we find no support for the hypothesis that higher compensation is associated with adding directors with high status or board ties. However, firm complexity is associated with the ability to add new directors who have social capital, and the status of current board members is associated with the ability to add new directors who also have high status.|||Johnson, S (Corresponding Author), Oklahoma State Univ, Spears Sch Business, 324 Business Bldg, Stillwater, OK 74078 USA. Johnson, Scott, Oklahoma State Univ, Spears Sch Business, Stillwater, OK 74078 USA. Univ Missouri, Columbia, MO 65211 USA. SE Missouri State Univ, Cape Girardeau, MO USA.|English|
Journal Article|article|149|Zaman M,Hudaib M,Haniffa R|Corporate Governance Quality, Audit Fees and Non- Audit Services Fees|JOURNAL OF BUSINESS FINANCE & ACCOUNTING|Q1|84|2011|38|1-2|165-197|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|JAN-MAR 2011|||0306-686X|http://dx.doi.org/10.1111/j.1468-5957.2010.02224.x|10.1111/j.1468-5957.2010.02224.x|This paper extends prior research on the relationship between governance quality and auditor remuneration. We examine the influence of audit committee effectiveness (ACE), a proxy for governance quality, on audit fees (AF) and non-audit services fees (NASF) using a new composite measure comprising audit committee independence, expertise, diligence and size. We find that after controlling for board of director characteristics, there is a significant positive association between ACE and AF only for larger clients. Our results indicate that effective audit committees undertake more monitoring which results in wider audit scope and higher audit fees. Contrary to our expectations, we find the association between ACE and NASF to be positive and significant, especially for larger clients. This suggests that larger clients are more likely to purchase non-audit services (NAS) even in the presence of effective audit committees probably due to the complexity of their activities. Overall, our findings support regulatory initiatives aimed at improving corporate governance quality.|audit committees; corporate governance; non- executive directors; audit fees; non-audit services; audit quality||Zaman, M (Corresponding Author), Univ Manchester, Manchester Business Sch, Manchester Accounting & Finance Grp, Oxford Rd, Manchester M13 9PL, Lancs, England. Zaman, Mahbub, Univ Manchester, Manchester Business Sch, Manchester Accounting & Finance Grp, Manchester M13 9PL, Lancs, England. Hudaib, Mohammed, Univ Nottingham, Nottingham NG7 2RD, England. Haniffa, Roszaini, Univ Hull, Kingston Upon Hull HU6 7RX, N Humberside, England.|English|
Journal Article|article|151|Jeon J,Kim H|Leading Collaborative Governance in the Cultural. Sector: The Participatory Cases of Korean Arts Organizations|INTERNATIONAL JOURNAL OF ARTS MANAGEMENT|Q1|16|2021|24|1, SI|63-74|ECOLE DES HAUTES ETUDES COMMERCIALES DE MONTREAL|3000, CHEMIN DE LA COTE-SAINTE-CATHERINE, MONTREAL, H3T 2A7, CANADA|FAL 2021|||1480-8986|||Governance research in the arts has focused predominantly on boards of directors and organizational dynamics. By incorporating a wider view of governance as a process involving multiple actors and a concern for public benefits, this multi-level study connects the roles of arts organizations in collaborative cultural governance processes. By using an integrative framework for collaborative governance, the study derives data from case studies of two arts initiatives in Korea: Homeless Ballet Education and the Ecomuseum project on Daebu Island. The findings highlight the leadership behaviours of arts organizations and indicate key actors in the collaborative cultural governance. Autonomy, artistry and mutuality are found to meet the conditions under which arts organizations are likely to be lead organizations. However, collaborative governance calls for differing leadership roles, depending on the type of arts organization. This study not only makes a contribution regarding the under-researched link between arts organizations and collaborative governance but also provides insights into the role of arts and culture leadership in a complex social issue.|Collaborative governance; arts organizations; leadership; cultural governance; public value||Kim, H (Corresponding Author), Sogang Univ, Media & Entertainment Studies, Seoul, South Korea. Kim, H (Corresponding Author), Kim HwiJung CPAM, Seoul, South Korea. Jeon, JooHee, IPSO, Seoul, South Korea. Kim, HwiJung, Sogang Univ, Media & Entertainment Studies, Seoul, South Korea. Kim, HwiJung, Kim HwiJung CPAM, Seoul, South Korea.|English|
Journal Article|article|152|Howard MD,Withers MC,Carnes CM,Hillman AJ|FRIENDS OR STRANGERS? IT ALL DEPENDS ON CONTEXT: A REPLICATION AND EXTENSION OF BECKMAN, HAUNSCHILD, AND PHILLIPS (2004)|STRATEGIC MANAGEMENT JOURNAL|Q1|318|2016|37|11|2222-2234|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2016-11|||0143-2095|http://dx.doi.org/10.1002/smj.2573|10.1002/smj.2573|Research summary: The formation of interorganizational ties is a consequential phenomenon examined in strategic management research. Beckman, Haunschild, and Phillips (2004) is one of the first studies to comprehensively consider interorganizational network change by exploring factors that affect both alliance and board interlock formation. They find that firm- specific uncertainty relates to broadening actions, whereas market-level uncertainty causes firms to reinforce current structures. Our replication considers whether these relationships operate similarly in a differing temporal context. Building from the framework of the original study, we suggest our findings offer intriguing new empirical evidence highlighting the importance of time as a boundary condition in understanding embedded firm actions. Managerial summary: The development of interorganizational relationships, such as alliances and ties between boards of directors, has an important impact on innovation, strategic actions, and firm performance. This study examines whether the dynamics of interorganizational relationship formation remain consistent over time. We replicate earlier work by Beckman and colleagues (2004), but with an expanded data set coveringmore than 20 years. Over this broader time horizon, we find a shift in behavior, with companies facing firm- specific uncertainty seeking to reinforce their current relationships and companies facing industry- wide uncertainty seeking to diversify their risk by expanding their network. Our results demonstrate the importance of replication studies in research and contribute to a more nuanced understanding of the complexity surrounding interorganizational relationships. Copyright (C) 2016 John Wiley & Sons, Ltd.|interorganizational tie formation; resource dependence; uncertainty; replication; temporal context||Howard, MD (Corresponding Author), Texas A&M Univ, Mays Business Sch, 420L Wehner Bldg, College Stn, TX 77843 USA. Howard, Michael D.; Withers, Michael C., Texas A&M Univ, Dept Management, Mays Business Sch, College Stn, TX 77843 USA. Carnes, Christina Matz, Univ Nebraska, Coll Business Adm, Dept Management, Lincoln, NE 68588 USA. Hillman, Amy J., Arizona State Univ, Dept Management, WP Carey Sch Business, Tempe, AZ USA.|English|
Journal Article|article|153|Brennan NM,Kirwan CE|Audit committees: practices, practitioners and praxis of governance|ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL|Q1|112|2015|28|4|466-493|EMERALD GROUP PUBLISHING LTD|HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND|2015|||0951-3574|http://dx.doi.org/10.1108/AAAJ-01-2015-1925|10.1108/AAAJ-01-2015-1925|Purpose - The purpose of this paper is to review and critique prior research on audit committees using a practice-theory lens. Research on audit committees has followed the same trajectory as early research on boards of directors, which has been criticised for its singular theoretical perspectives and methodologies that do not capture the complexity of real-world experiences/behaviours. Design/methodology/approach - The authors devise an analytical framework based on practice theory to conduct the review. The authors examine what audit committees should do (i.e. best practice) vs what audit committees actually do (i.e. actual activities in practice - praxis). Attributes of audit committee members, and the relationship dynamics relevant to their role execution (i.e. practitioners), are considered. Findings - Research on boards has found that over-emphasis on agency theory's monitoring role negatively impacts boards' effectiveness. The authors invoke other theories in examining what audit committees do in practice. The authors characterise the role of audit committees as oversight not monitoring. The authors question whether, similar to auditing, audit committees are blamist tools or are genuinely orientated towards supporting improvements in organisational management systems. The authors unpack the ritualistic ceremonial behaviours and symbolic endeavours vs substantive engagement by audit committees. The analytical framework also considers the ``guardianship circle'' around audit committees in the form of the key practitioners and their relationships: audit committee members, auditors and managers. Originality/value - Drawing on the analytical framework, the authors provide directions for further opportunities for research of audit committees.|Corporate governance; Audit committees; Practice theory; Guardianship circle||Brennan, NM (Corresponding Author), Univ Coll Dublin, Dept Accountancy, Dublin 2, Ireland. Brennan, Niamh M., Univ Coll Dublin, Dept Accountancy, Dublin 2, Ireland. Kirwan, Collette E., Univ Coll Dublin, Sch Business, Dublin 2, Ireland.|English|
Journal Article|article|159|Harris L|THE POLITICS OF SHAREHOLDER VOTING|NEW YORK UNIVERSITY LAW REVIEW|Q1|57|2011|86|6|1761-1813|NEW YORK UNIV SCHOOL LAW|110 WEST THIRD ST, NEW YORK, NY 10012 USA|2011-12|||0028-7881|||Economic theory that suggests underperforming boards of directors should be fearful of an ouster vote by shareholders underappreciates the complexity of shareholder voting decisions. Skill at enhancing firm value has less to do with whether directors win votes and stay at the helm of public companies than previous commentators have presumed. Instead, like incumbent politicians, managers of some of the largest U. S. firms tend to stay in charge of firms because they understand-and take advantage of the political dynamics of corporate voting. This Article presents a competing theory of shareholder voting decisions, one that suggests that shareholder voting in corporate elections is not dissimilar from citizen voting in political elections. Next, the Article presents the evidence. Using a hand- collected dataset from recent board elections, the Article compares the explanatory power of a standard economic variable (long-term stock price returns) and a political variable (money budgeted for campaigning) on election outcomes. Based on the data, directors' ability to enhance firm value (as measured by stock price returns) is not significantly related to whether they win reelection. Rather, the likelihood of being returned to office appears to be a function of typical election politics-how much was spent by challengers to persuade shareholder voters. These findings have at least two implications. First, the theory that shareholder voting may be politicized helps point the way to how the SEC ought to craft reforms-and, just as important, how not to craft them. Recent SEC reform efforts have the laudable goals of creating new conduits for shareholders to participate in firm affairs, increasing shareholder-nominated candidate success, and disciplining incumbent managers. The results of this study suggest that these reforms will not achieve the stated goals. Even with these reforms, the board continues to have an important political advantage, which likely translates into real votes. As the research here shows, the outcome of elections depends on persuasion and, not simply, as the SEC contends, on shareholders' director nominees being presented alongside those of management. Second, the evidence and theory about shareholder voting presented here has significant implications for understanding mergers and acquisitions, particularly hostile acquisitions. The theory is that acquirers have steep incentives to target firms with poor performance. In most cases, however, such acquisitions depend on winning a vote from shareholders. Thus, if there is any disciplinary effect created by the prospect of takeovers, it depends crucially on understanding what motivates shareholder voting behavior. If voting shareholders respond to political motivations, not economic ones, then the performance of target board members might not be as relevant as takeover theorists had previously surmised.|||Harris, L (Corresponding Author), Univ Memphis, Sch Law, Memphis, TN 38152 USA. Univ Memphis, Sch Law, Memphis, TN 38152 USA.|English|
Journal Article|article|160|Cubilla-Montilla M,Nieto-Librero AB,Purificacion Galindo-Villardon M,Vicente Galindo MP,Garcia-Sanchez IM|Are cultural values sufficient to improve stakeholder engagement human and labour rights issues?|CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT|Q1|96|2019|26|4|938-955|WILEY|111 RIVER ST, HOBOKEN 07030-5774, NJ USA|2019-07|||1535-3958|http://dx.doi.org/10.1002/csr.1733|10.1002/csr.1733|The complexity of the business world and current business models has motivated an increasing number of companies to disclose corporate information through sustainability reports. This reporting and stakeholders engagement may bring shared value to business and society in general although working towards sustainable development goals. This work adopts a new analytical approach by determining the global reporting initiative indicators related to labour practices and decent work, human rights, society, and product responsibility that are reported less frequently by companies. The final objective is to predict the influence that society's cultural values will play as a normative institutional pressure in their evolution. The results obtained for a sample comprising the 201 largest international companies that report in accordance with the recommendations of the G4 Guide in 2015 indicate that more than 50% of these large companies do not report specific mechanisms implemented to avoid violations of human rights and labour rights, or information on incidents related to production and commercial relations. Regulatory pressures associated with cultural values have limited effectiveness as drivers of greater corporate transparency in this area, as they are able to predict a favourable evolution for only 40% of companies that currently do not report.|biplot; corporate social responsibility; GRI; social indicators; stakeholder engagement; sustainable development||Cubilla-Montilla, M (Corresponding Author), Univ Salamanca, Dept Stat, Campus Miguel de Unamuno, Salamanca, Spain. Cubilla-Montilla, Mitzi; Nieto- Librero, Ana-Belen; Purificacion Galindo-Villardon, Ma; Vicente Galindo, Ma Purificacion, Univ Salamanca, Dept Stat, Campus Miguel de Unamuno, Salamanca, Spain. Cubilla-Montilla, Mitzi, Univ Panama, Dept Stat, Ringgold Stand Inst, Panama City, Panama. Garcia-Sanchez, Isabel-Maria, Univ Salamanca, IME, Campus Miguel de Unamuno, Salamanca, Spain.|English|
