keywords;count;
STUDENT-AUTHORED;1;
MULTIPLE CHOICE QUESTION;1;
ITEM-WRITING FLAWS;1;
COGNITIVE SKILL LEVEL;1;
NON-FUNCTIONING DISTRACTOR;1;
PORTFOLIO ASSESSMENT;1;
MENTOR;1;
MULTISTAGE STOCHASTIC MIXED 0-1 OPTIMIZATION;1;
TIME STOCHASTIC DOMINANCERISK AVERSE MEASURE;1;
CLUSTER LAGRANGEAN PROBLEM;1;
SUBGRADIENT METHOD;1;
PROGRESSIVE HEDGING ALGORITHM;1;
DYNAMIC CONSTRAINED CUTTING PLANEALGORITHM;1;
ANDROID SECURITY;1;
APPLICATION REWRITING;1;
SINK PRIORITIZATION;1;
PROGRAMANALYSIS;1;
DATA-FLOW ANALYSIS;1;
TEAM;1;
CONFLICT MANAGEMENT;1;
AUTOMATED MULTI-ISSUE NEGOTIATION;1;
AUTOMATED NEGOTIATING AGENTSCOMPETITION;1;
MULTI-TIME NEGOTIATION;1;
MULTILATERAL NEGOTIATION;1;
BOOSTING;2;
ADOLESCENTS;2;
SEXUAL HEALTH;1;
REPRODUCTIVE HEALTH;1;
SCHOOL-BASED HEALTH PROMOTION;1;
STUDENTENGAGEMENT;1;
SCAFFOLDED LEARNING;1;
ANATOMYTRAINING;1;
POSTDOCTORAL TRAINING IN ANATOMY;1;
TENURE;1;
DEBATE;1;
PROMOTION;1;
ENROLLMENT DECLINE;1;
RESPONSIBILITY;1;
VIABILITY;1;
STUDENT-DRIVEN PROJECTS;1;
COLLABORATIVETHINKING;1;
GROUPWORK;1;
DESIGN GUIDE;1;
PHARMACEUTICAL SCIENCES;1;
POWER SKILLS;1;
SOCIAL COGNITIVE CAREER THEORY;1;
UNDER-REPRESENTED STUDENT POPULATIONS;1;
EV CHARGING STATION;1;
OPTIMAL ALLOCATION MODEL;1;
USER SATISFACTION DEGREE;1;
BI-LEVEL PROGRAMMING;3;
COMPETENCE ORIENTATION;1;
CBME FRAMEWORK;1;
NKLM;1;
INTRINSIC ROLES;1;
IMPLICIT-EXPLICIT RELATION;1;
CURRICULARTRANSPARENCY;1;
CURRICULUM MAPPING;1;
MATRIX MAPMETHOD;1;
MOBILE OPPORTUNISTIC NETWORKS;1;
MOBILE SEARCH;1;
AVAILABILITY ESTIMATION;1;
ELECTROENCEPHALOGRAM (EEG);1;
INDEPENDENT COMPONENT ANALYSIS (ICA);1;
PRINCIPAL COMPONENT ANALYSIS (PCA);1;
SUPPORT VECTOR MACHINE (SVM);1;
MACHINE LEARNING (ML);1;
FAST FOURIER TRANSFORM (FFT);1;
AUTONOMY;1;
GRADUATE MEDICALEDUCATION;1;
FUZZY COMPUTING;1;
FUZZY CLASSIFIER SYSTEMS;1;
GRID COMPUTING;2;
VIDEO-COACHING;1;
GOOGLE GLASS;1;
MODELING;2;
DISTANCELEARNING/SELF INSTRUCTION;2;
CARBOHYDRATES;1;
BIOFEEDBACK;1;
WEARABLE SENSORS;2;
NEURODEGENERATIVE DISEASES;1;
MOVEMENTANTICIPATION;1;
MULTIOBJECTIVE OPTIMIZATION;2;
SECTOR DURATION OPTIMIZATION;1;
STEREOTACTICRADIOSURGERY;1;
?-CONSTRAINT METHOD;1;
TWO-PHASE ALGORITHM;1;
CAMERAS;3;
BIOMEDICALMONITORING;1;
SUPPORT VECTOR MACHINES;2;
OPTICAL SENSORS;1;
PHYSICALPERFORMANCE;1;
LONG-TERM CARE;1;
SUB-HEALTHY AGING;1;
FALL;1;
ASIAN WORKINGGROUP FOR SARCOPENIA;1;
SPORTS;2;
MOTOR LEARNING;2;
FSM;1;
INFERENCE;1;
BENCHMARK;1;
CPD;1;
PHARMACISTS;1;
NEEDS ASSESSMENT;2;
TRIANGULATION;1;
EXPERIENTIAL LEARNING;5;
GAP ANALYSIS/NEEDS ASSESSMENT;1;
BLENDED;1;
PRE-SERVICE;1;
WIRELESS SENSOR NETWORKS;1;
SYSTEMATICS;5;
ANALYTICALMODELS;1;
CUTTING-EDGE;1;
HANDS-ON;2;
PRACTICAL;1;
PUBLIC TRANSPORT;1;
MASS TRANSIT;1;
TRAVEL DEMAND;1;
SYSTEMS PLANNING;1;
BIOANALYTICAL CHEMISTRY;1;
MASSSPECTROMETRY;1;
SEPARATION SCIENCE;1;
QUANTITATIVE ANALYSIS;1;
RELATIONAL LEARNING;1;
GRAPH MINING;1;
PROJECTION OPERATOR;1;
GRAPHCLASSIFICATION;1;
COMPUTATIONAL EFFICIENCY;2;
ENERGYEFFICIENCY;1;
MOBILE-EDGE COMPUTING (MEC);1;
QUALITY;2;
NON-TECHNICAL SKILLS;2;
GLOBALSURGERY;1;
APPLIED NUMERACY;1;
MEDICATION ADMINISTRATION;1;
QUALITY ENHANCEMENT;1;
COMPUTER NETWORK RELIABILITY;1;
BANDWIDTH;1;
NUMERICALMODELS;1;
PARALLEL PROCESSING;1;
URLLC;2;
NFP;1;
PARALLEL NETWORK SERVICE FUNCTION CHAIN;1;
ONE HEALTH;1;
ACCREDITATION;2;
VETERINARYSTUDENT;1;
FACULTY PERCEPTIONS;1;
ASYMMETRIC INPUT CONSTRAINTS;1;
EVENT-BASEDOPTIMAL CONTROL;1;
MULTIPLAYER NONZERO-SUM GAMES;1;
NEURAL CRITIC CONTROL;1;
QUALITY OF EXPERIENCE;1;
DEEP REINFORCEMENT LEARNING(DRL);1;
INTERNET OF THINGS (IOT);2;
MOBILE EDGECOMPUTING (MEC);1;
QUALITY OF EXPERIENCE (QOE);1;
SECURE VIDEO OFFLOADING;1;
RECURRENT NEURAL NETWORKS;2;
SOFTWARE FORENSICS;1;
BINARY CODEANALYSIS;1;
COMPILER IDENTIFICATION;1;
BLADDER CANCER;1;
BENIGN PROSTATIC HYPERPLASIA;1;
COMPLICATIONS;1;
ETHNOGRAPHY;1;
FIRST YEAR (SYN: FRESHMEN;1;
FRESHMAN);1;
SOCIAL RESPONSIBILITY;1;
INSTRUCTIONAL TECHNOLOGY;3;
PHARMACY FACULTY;1;
HEALTH CARE;1;
IPAD;1;
HETNET;1;
D2D;1;
IOT;2;
QOS;2;
SPECTRUM REUSE;1;
PEDIATRICS;2;
PREDICTORS;1;
BOARD CERTIFICATION;1;
CLUSTERINGMETHODS;1;
MULTI-VIEW CLUSTERING;1;
STRUCTURED GRAPH;1;
UNIFIED LABEL MATRIX;1;
ABORIGINAL NURSES;1;
VOCATIONAL EDUCATION;1;
STUDENT RETENTION;2;
DIPLOMA PROGRAMS;1;
AUTOMOTIVE;1;
EFFECTIVENESS OF TRAINING;1;
USABILITY;2;
TURST;1;
CODING EDUCATION;1;
COGNITIVE PROCESSING;1;
BRAINWAVE;1;
TABLETOP GAME;1;
MAINTENANCEENGINEERING;1;
WIND-SOLAR-CCHPMULTI-ENERGY SYSTEM;1;
NASH BARGAINING;1;
ENERGY TRADING;1;
ALTERNATINGDIRECTIONAL MULTIPLIER METHOD;1;
OPTIMAL OPERATION STRATEGY;1;
BASE OF SUPPORT;1;
CADENCE;1;
EXTRAPOLATED CENTER OF MASS;1;
GAIT;1;
STABILITY;1;
STEP WIDTH;1;
STRIDE LENGTH;1;
WALKING SPEED;1;
POWER GENERATION;1;
BAGGING;1;
ECONOMICS;7;
PROPAGATION LOSSES;1;
BIOLOGICAL NEURAL NETWORKS;2;
BOOTSTRAPAGGREGATION;1;
BAGGING ALGORITHM;1;
DISJOINT PARTITION;1;
ECONOMIC DISPATCH;1;
OPTIMAL POWER GENERATION;1;
MEDICAL EDUCATION RESEARCH;2;
SCOPING REVIEW;1;
INFECTIOUS DISEASE;1;
INFECTION CONTROL;1;
TRAINING TRANSFER;1;
REFUGEES AND MIGRANTS;1;
CULTURAL COMPETENCE;3;
DISEASEPREVENTION;1;
SOCIAL ACCOUNTABILITY;1;
UNDERGRADUATE MEDICAL EDUCATIONFRAMEWORK;1;
DATA MASHUP;1;
WEB API;1;
DISCOVERY;1;
COMPOSITION;1;
ONTOLOGY LEARNING;1;
GRAPH-BASED ALGORITHM;1;
VETERINARY STUDENTS;2;
SELF-COMPASSION;1;
CAREER CHOICE;2;
DECISION TREE;1;
SEQUENCE;1;
ALPHABET INDEXING;1;
TOPIC CARD;1;
RESIDENT STUDENT INTERACTION;1;
JOURNAL CLUB;2;
EVIDENCE BASEDMEDICAL EDUCATION;1;
ADVANCED PRACTICE NURSING;1;
FAMILY NURSE PRACTITIONERS;1;
MANUALS;1;
LIBRARIES;3;
COMPUTER SCIENCE EDUCATION (CSED);1;
OPENEDUCATIONAL RESOURCES (OERS);1;
OER CLASSIFICATION;1;
OER DIGITAL SOURCE;1;
MOLECULAR DYNAMICS;1;
MATERIALS MODELING;1;
PARALLEL ALGORITHMS;1;
LAMMPS;1;
PARENTS;1;
HEALTHCARE DISPARITIES;1;
MINORITY HEALTH;1;
COLLABORATIVE FILTERING;1;
ELECTRICITY MARKET;1;
ELECTRICITY PLAN;1;
FLEXIBLEPRICING;1;
RECOMMENDER SYSTEM;1;
BASEBAND;1;
OPTICAL SWITCHES;1;
OPTICAL NETWORK UNITS;1;
ULTRA RELIABLE LOWLATENCY COMMUNICATION;1;
SWITCHING CIRCUITS;1;
RADIO ACCESS NETWORKS;2;
DISTRIBUTEDDATABASES;1;
DATAMINING;1;
CLUSTER ANALYSIS;4;
SCALABLE PARALLEL FUZZY C-MEANS;1;
CLOUDCOMPUTING;1;
EXAM ANXIETY;1;
CLINICAL COMPETENCY;1;
NURSING STUDENT;3;
CLINICAL HANDOVER;1;
CLINICAL HANDOFF;1;
PATIENT HANDOFF;1;
SAFE PATIENT CARE;1;
MALWARE DETECTION;1;
MALWARE UNPACKING;1;
METAMORPHISM;1;
OBFUSCATION;1;
CYBER SECURITY;3;
MILITARY VETERANS;1;
COMPASSION FATIGUE;1;
VETERINARY MEDICINE;4;
PETROLEUM;1;
TRANSPORTATION;1;
EV ADOPTION;1;
SOCIO-ECONOMIC FACTORS;1;
2017 NHTS;1;
IMBALANCED DATASET;1;
COMPREHENSIVEMODELS;1;
TEACHEREDUCATION;1;
RADIOGRAPHY;1;
EYE TRACKING;1;
INTERPRETATION;1;
MUSCULOSKELETAL;1;
CHEST;1;
RELAYS;1;
UPLINK;1;
DOWNLINK;1;
ARRAYSIGNAL PROCESSING;1;
ENCODING;6;
UPLINK-DOWNLINK DUALITY;1;
MULTIPLE-ACCESSCHANNEL;1;
BROADCAST CHANNEL;1;
RELAY CHANNEL;1;
WYNER-ZIV COMPRESSION;1;
MULTIVARIATE COMPRESSION;1;
CLOUD RADIO ACCESS NETWORK;1;
CELL-FREE MASSIVEMULTIPLE-INPUT MULTIPLE-OUTPUT (MIMO);1;
WEARABLE;1;
SENSOR;1;
INTERNET OF THINGS TECHNOLOGY;1;
SPORTS REHABILITATION;1;
APPLICATION;1;
FLEXIBLE JOB SHOP SCHEDULING;1;
INSUFFICIENT TRANSPORTATION RESOURCES;1;
HYBRID DEEP Q NETWORK;1;
DYNAMIC SCHEDULING;2;
TEACHER ACCOUNTABILITY;1;
NEOLIBERAL GOVERNANCE;1;
GRADUATED GOVERNANCE;1;
ASSEMBLAGE;1;
QUANTIFICATION;1;
ACCELERATOR ARCHITECTURES;1;
NEURAL NETWORK HARDWARE;1;
SCHEDULINGALGORITHMS;1;
TITANIUM ALLOY (TI555-03);1;
CFD;1;
TURBULENCE;1;
ABAQUS;1;
SMOOTHED PARTICLEHYDRODYNAMICS (SPH);1;
FLUID STRUCTURE INTERACTION (FSI);1;
SUPPLY CHAIN MANAGEMENT;1;
OPTIMIZATION UNDER UNCERTAINTY;1;
DATA-DRIVENDECISION-SUPPORT;1;
MULTIPARAMETRIC PROGRAMMING;2;
KRIGING METAMODELING;1;
FLEXIBLE JOB SHOP SCHEDULING PROBLEMS;1;
TRANSPORTATION TIME;1;
5G NETWORK;1;
DYNAMIC RESOURCE SCHEDULING;1;
RESOURCEALLOCATION;1;
PAYLOADS;1;
PARTIALTRANSMIT SEQUENCES;1;
MAXIMUM LIKELIHOOD DECODING;1;
ELECTRONIC MAIL;2;
COORDINATE DESCENT;1;
MASSIVE CONNECTIVITY;1;
MULTIARMED BANDIT (MAB);1;
THOMPSON SAMPLING;1;
DYNAMIC OPTIMIZATION;1;
RISK-AVERSE STOCHASTIC OPTIMIZATION;1;
PARALLELOPTIMIZATION;1;
DERIVATIVE-FREE OPTIMIZATION;1;
DIRECT POLICY SEARCH;1;
ENERGY STORAGE;1;
TEAM PROJECTS;1;
VIDEO CLIPS;1;
GRADUATE ATTRIBUTES;1;
DYNAMICSCHEDULING;2;
VIRTUAL LINKS;1;
GRAPH NEURAL NETWORKS(GNNS);1;
MULTITASK REGRESSION;1;
NETWORK FUNCTION VIRTUALIZATION (NFV);1;
SERVICE FUNCTION CHAIN (SFC);1;
SOFTWARE-DEFINED NETWORK;1;
CLASSROOM PHYSICAL ACTIVITY;2;
QUALITY PHYSICALEDUCATION;1;
CLINICAL TRIALS;1;
ADAPTIVE TRIALS;1;
RESPONSE -ADAPTIVE RANDOMIZATION;1;
ENVIRONMENTALCHEMISTRY;1;
COLLABORATIVE EDUCATION;1;
EVOLUTIONARY ALGORITHMS;1;
CONSTRAINED OPTIMIZATION;1;
ENSEMBLE;1;
TWOLEVEL-BASED COMPARISON;1;
PARENTING;1;
MEDICINE;1;
K-CLASS CLASSIFICATION;1;
SPARSENESS;1;
REGULARSIMPLEX SUPPORT VECTOR MACHINE;1;
QUALITYOF SERVICE;1;
COOPERATIVE EDGECACHING;1;
FIFTH-GENERATION OF WIRELESSCOMMUNICATION (5G)-ENABLED MASSIVE INTERNET-OF-THINGS (IOT) NETWORKS;1;
RADIO RESOURCE ALLOCATION;1;
ONTOLOGIES;1;
CATARACTS;1;
OPHTHALMOLOGY;1;
ONTOLOGY APPLICATIONS;1;
TRAINING ANDEDUCATION;1;
DESIGN OF EXPERIMENTS;1;
EFFICIENCY;2;
STATISTICAL ANALYSIS;1;
LESIONS;1;
ENTROPY;1;
LESION MALIGNANCYCLASSIFICATION;1;
MULTI-OBJECTIVE EVOLUTIONARYALGORITHM;1;
EVIDENTIAL REASONING;1;
VENOUS BLOOD SPECIMEN COLLECTION;1;
MEDICAL ERRORS;1;
SOCIALIZATION;2;
INTER-DATACENTER NETWORK;1;
DEADLINE GUARANTEE;1;
DECENTRALIZED;1;
INCOMPLETE INFORMATION;1;
IMAGE COLOR ANALYSIS;1;
DETECTION ALGORITHMS;1;
SMOKE DETECTION;1;
CAMERA PLACEMENT;1;
DEEP NEURAL NETWORK;2;
LOCAL BINARY PATTERNS;1;
OPTICALFLOW;1;
AC STATE ESTIMATION;1;
FALSE DATA INJECTION ATTACK;1;
ADVERSARIAL LEARNING;1;
RADIAL BASIS FUNCTION;2;
MULTIVARIATE REGRESSION;1;
RBF;1;
CENTER EVOLVINGALGORITHM;1;
MEASUREMENT;3;
EDUCATION END-OF-LIFE;1;
TRAINING HOME CARE NURSES;1;
SPARE PARTS;1;
CLOSED-LOOP LOGISTICS NETWORKS;1;
MULTI-OBJECTIVEOPTIMIZATION;1;
ANT LION OPTIMIZER;1;
ULTRA RELIABLE LOW LATENCY COMMUNICATION;1;
5G MOBILE COMMUNICATION;1;
UNMANNED AERIALVEHICLES;1;
UNMANNED AERIAL VEHICLES (UAVS);1;
5G NR;1;
GAUSSIAN PROCESS REGRESSION (GPR);1;
6G MOBILE COMMUNICATION;1;
WIRELESS SENSORNETWORKS;2;
SENSOR SYSTEMS;1;
SOFTWARE FAULT LOCALIZATION;1;
EXPLAINABLE ARTIFICIAL INTELLIGENCE;1;
STATE-MENT RANKING;1;
VULNERABILITY DETECTION;1;
IMPROVED FIREFLY ALGORITHM (IFA);1;
DIRECTIONAL OVERCURRENT RELAYCOORDINATION (DOCR);1;
TIME DIAL SETTING (TDS);1;
POWER SYSTEM PROTECTION;1;
ADAPTIVE WHALE OPTIMIZATION ALGORITHM (AWOA);1;
DEPLOYMENT OPTIMIZATION;1;
ELASTIC RING SELF-ORGANIZING MAP (ERSOM);1;
INTELLIGENT REFLECTING SURFACE(IRS);1;
TRAJECTORY OPTIMIZATION;1;
UNMANNED AERIAL VEHICLE (UAV);1;
PROFILE;1;
EXPLORATIVE STUDY;1;
EARLYACADEMIC FAILURE;1;
INTENTION TO LEAVE;1;
EUROPEAN;1;
BOLOGNA PROCESS;1;
AERIAL BASE STATION DEPLOYMENT AND PLANNING;1;
DRONE CELLS;1;
TRAFFICOFFLOADING;1;
WIRELESS NETWORK DISASTER RECOVERY;1;
4G/5G CELLULAR SYSTEMS;1;
GREEN COMPUTING;1;
COMPUTERENERGY MEASUREMENTS;1;
PATIENT-CENTEREDNESS;1;
DIFFICULT CONVERSATIONS;1;
NEGATIVE COMMUNICATION PATTERNS;1;
OBSTETRICS AND GYNECOLOGY;1;
MARKET PROFILE THEORY;1;
FINANCIAL PHYSICS;1;
TAIWANFUTURES EXCHANGE;1;
TRADING ANALYSIS;1;
DATA STREAM MINING;1;
NEKTAR PLUS;1;
SPECTRAL/HP ELEMENT METHODS;1;
HIGH-ORDER FINITE ELEMENTMETHODS;1;
COGNITIVE RADIO;1;
COEXISTENCE;1;
CORRELATED EQUILIBRIUM;1;
PRICEOF ANARCHY;1;
AUTONOMOUS VEHICLES;1;
AUTOPILOT;1;
ARTIFICIALINTELLIGENCE;1;
AUTONOMOUS DRIVING;1;
OPTIMIZATION ALGORITHMS;1;
SCHOOL CONNECTEDNESS;1;
STUDENT WELL-BEING;1;
STRUCTUREDRECREATION;1;
RECESS;1;
DEPENDENCY GRAPH;1;
PATH TRAVERSAL SEQUENCE;1;
SERVICECOMPOSITION;1;
TOP-K;1;
SHORT-TERM FORECASTING;1;
COMBINED MODEL;1;
VARIABLE WEIGHTED COMBINATION;1;
FORECASTING ACCURACY;1;
PARETO PRINCIPLE;1;
LAPAROSCOPIC CHOLECYSTECTOMY;1;
EDUCATION ENVIRONMENT;2;
UNDERGRADUATE MEDICALEDUCATION;1;
STUDENT WELLNESS;1;
WELLNESS CURRICULUM;1;
RESPONSEPROCESS;1;
WEB SERVICE COMPOSITION;1;
SELF-HEALING;1;
USERREQUIREMENTS;1;
K-MEANS CLUSTERING;3;
HVAC;2;
ATMOSPHERIC MODELING;1;
MICROGRIDS;2;
DEMAND RESPONSE (DR);1;
ENERGYMANAGEMENT SYSTEM (EMS);1;
FAIR ALLOCATION;1;
USERBEHAVIOR;1;
PROTECTION MOTIVATION THEORY;1;
CYBERSECURITY BEHAVIOR;1;
KIRKPATRICK?SMODEL;1;
EXPERIMENT;1;
SOFTWARE;1;
CODES;2;
TRAININGDATA;1;
FUZZING;1;
TEST CASEGENERATION;1;
TEST INPUT;1;
EXECUTION PATH;1;
GAN;1;
LOAD FORECASTING;1;
ROOT MEANSQUARE;1;
SHORT TERM LOAD FORECASTING(STLF);1;
HOUSEHOLD LOAD FORECASTING;1;
PAST VECTOR SIMILARITY (PVS);1;
DATATRANSFORMATION;1;
HOUR AHEAD LOAD FORECASTING;1;
LONG SHORT-TERM MEMORY(LSTM);1;
RANDOM FOREST (RF);1;
BEST PRACTICES;2;
DATA-DRIVEN DECISION MAKING;1;
STANDARDS;2;
EMERGENCY OBSTETRICCARE;1;
INTER-PROFESSIONAL TRAINING;1;
DISABILITY;1;
SPORT-FOR-DEVELOPMENT;1;
GOAL ORIENTATION;1;
SURGICAL RESIDENTS;1;
PERFORMANCE AVOIDORIENTATION;1;
GO-ST;1;
FAMILY PRACTICE;1;
SPACED TRAINING;1;
SPACED EDUCATION;1;
INDUSTRIAL MANIPULATORS;1;
ROBOTICS SIMULATION;1;
CAD;1;
SERIAL ROBOTS;1;
DESIGN PROCESS;1;
REFLEXIVE PRINCIPLISM;1;
SOCIAL CONSTRUCTIVISM;2;
BERNSTEIN;1;
PEDAGOGIC DEVICE;1;
FOOTBALL;1;
COACH EDUCATION;1;
TEACHER GUIDANCE;1;
POSITIVE YOUTH DEVELOPMENT;1;
LIFE SKILLS;2;
YOUTH SPORT;1;
INTENTIONALITY;2;
COACHES;1;
BACCALAUREATE NURSING STUDENT;1;
PERCEIVED STRESS;1;
PERSONALITY TRAITS;4;
PHYSIO-PSYCHO-SOCIAL RESPONSES;1;
CLINICAL PERFORMANCE;1;
WORKPLACE PERFORMANCE;1;
OSCE;1;
OBJECTIVESTRUCTURED CLINICAL EXAMINATION;1;
IMPROVING TRAINING;1;
OPERA-TIVE PERFORMANCE;1;
ANALYTICS;1;
NO-SHOW PREDICTION;1;
HEALTHCARE ACCESS;1;
DESIGN SCIENCERESEARCH;1;
CANCER SURVIVORSHIP;1;
SURVIVORSHIP EDUCATION;1;
ONLINE CME/CE;1;
GO;1;
SEARCH ALGORITHM;1;
MCTS;1;
UCT;1;
HYPOTHESIS TEST;1;
DYNAMIC RANDOMIZATION;1;
DISTORTION;1;
ROBOT VISION SYSTEMS;1;
TRANSFORMS;1;
CALIBRATION;1;
DIFFERENT FIELDS OF VIEW;1;
FEATURE MATCHINGRE-SELECTION;1;
LOW DISTORTION;1;
MULTIPLE VIEWS;1;
UNCALIBRATED RECTIFICATION;1;
NONPARALLEL HYPERPLANE SUPPORT VECTORMACHINE;1;
L-INFINITE NORM;1;
AUTISM SPECTRUM DISORDER;1;
DEAFBLINDNESS;1;
DIFFERENTIALDIAGNOSIS;1;
EPAS;1;
VIRTUAL PATIENT SIMULATIONS OR SCENARIOS;1;
EVOLUTIONARY OPTIMIZATION;1;
PROJECTOR AUGMENTED WAVE DATASET;1;
EPAWDATASET;1;
DENSITY FUNCTIONAL CALCULATION;1;
ELECTRONIC STRUCTURECALCULATION;1;
LECTURE;4;
PEER-FEEDBACK;1;
UNDERGRADUATETRAINING;1;
HARASSMENT;1;
MEDICAL TRAINING;2;
ORGANIZATIONALCHANGE;1;
TAG RECOMMENDATION;1;
RELEVANCE METRICS;1;
PERSONALIZATION;1;
HYBRID FLOWSHOP SCHEDULING;1;
LOT STREAMING;1;
CONSISTENT SUBLOTS;1;
VARIABLENEIGHBORHOOD DESCENT;1;
PRESCRIPTIVE ANALYTICS;1;
HETEROGENEOUS TREATMENT EFFECTS;1;
OBSERVED UTILITY RANK CONDITION (OUR);1;
BETWEEN-TREATMENT HETEROGENEITY;1;
HIGH-ENERGY PHYSICS SIMULATION FRAMEWORKS;1;
CALORIMETERS;1;
EVENTRECONSTRUCTION;1;
TRIGGERING SYSTEMS;1;
SIGNAL PROCESSING;1;
FAULT DIAGNOSIS;1;
BEARING;1;
STRUCTURAL INFORMATION;1;
SUPPORT VECTORMACHINE;1;
HETEROGENEOUS FEATURE;1;
PEERS;1;
STAFF-STUDENTRELATIONSHIPS;1;
BAYESIAN OPTIMISATION;1;
GAUSSIAN PROCESSES;1;
HETEROSCEDASTICITY;1;
RESOURCES;1;
WORKLOAD;1;
DIGITAL TWIN;1;
INTEGRATED CIRCUITS;1;
PROCESSCONTROL;1;
SCADA SYSTEMS;1;
DIGITAL TWINS;1;
SCADA;1;
PIPELINES;1;
PROGRAMMABLE LOGIC CONTROLLERS;3;
DTAAS;1;
COMPREHENSIVE EVALUATION;1;
SHORT-TERMFORECASTING;1;
TRAFFIC CONGESTION EARLY WARNING;1;
SCHRODINGER EQUATION;1;
LIOUVILLE-VON NEUMANN EQUATION;1;
MODEL ORDER REDUCTION;1;
PUBLIC GOODS GAME;1;
MONTE CARLO METHOD;1;
PARALLEL COMPUTING;2;
GRAPHICSPROCESSING UNIT;1;
COMPREHENSIVE SCHOOL HEALTH EDUCATION;1;
COORDINATED SCHOOL HEALTH;1;
MICHIGAN MODEL FOR HEALTH;1;
ELEMENTARY SCHOOL HEALTH EDUCATION;1;
PHYSICAL FITNESS;1;
SCHOOL SAFETY;1;
HAND HYGIENE;1;
PANDEMICS;1;
SRI LANKA;1;
SALUTOGENESIS;1;
SOCIALLY VULNERABLE YOUTH;1;
SENSE OF COHERENCE;1;
SPORT PEDAGOGY;1;
HANDOFF COMMUNICATION;1;
VIRTUAL HUMANS;1;
SCHOOL HEALTH SERVICES;1;
SCHOOL FOOD SERVICES;1;
ORGANIZATION;1;
AND ADMINISTRATION OFSCHOOL HEALTH PROGRAMS;1;
FORCE FIELD CALCULATIONS;1;
DOCKING;1;
SCORING;1;
FOOD AND NUTRITION POLICY;1;
SCHOOL NUTRITION;1;
STUDENTEMPOWERMENT;1;
SYSTEMS AND ENVIRONMENT;1;
COMPASSION;1;
STUDENT NURSES;1;
FLOW MONITORING;1;
HIGH-PRECISION MONITORING;1;
VIRTUAL ENVIRONMENTS;1;
AFFORDANCE JUDGMENT TRAINING;1;
EQUIVALENCE TESTING;1;
DETECTION THEORY;1;
AFFORDANCES;1;
ASSESSMENT OF COMMUNICATION;1;
COMPETENCY BASED EDUCATION;1;
COMMUNICATIONCURRICULUM;1;
POSTGRADUATE STUDIES;1;
MODIFIED DELPHI STUDY;1;
PHYSICIAN-PATIENT COMMUNICATION;1;
SPARKS;1;
CLUSTER COMPUTING;1;
RESOURCE PROVISIONING;1;
ITERATIVE WORKLOADS;1;
UTILIZATION AWARE;1;
DATA CONSISTENCY;1;
APACHE SPARK;2;
MOVING INTO CLOUD;1;
MICROSURGERY;1;
REVIEW;1;
MODELS;3;
VALIDATED;1;
MUSIC PIRACY;1;
PARTIAL LEAST SQUARES REGRESSION;1;
LATENT CLASS ANALYSIS;1;
WEB SERVICES;2;
OBJECT ORIENTED MODELING;1;
UNIFIED MODELINGLANGUAGE;1;
DISTRIBUTED DATABASES;1;
BENCHMARK TESTING;1;
SERVICEDATA MODELS;1;
WEB API EVOLUTION;1;
MODEL TRANSFORMATIONS;1;
TELECONSULTATIONS;1;
REFERRAL;1;
COMPUTATIONAL PHYSICS;1;
DATA ANALYSIS;2;
PIPELINE REORDER;1;
STREAMCOMPUTING;1;
SCIENTIFIC COMPUTING;1;
HETEROGENEOUS COMPUTING;1;
HIGHPERFORMANCE COMPUTING;1;
CULTURAL;1;
DEMENTIA;1;
NURSING HOME;1;
STAFF;1;
STRESS REDUCTION;1;
DOCTOR BURNOUT;1;
ACADEMIC STRESS INMEDICAL STUDENTS;1;
MEDICAL UNDERGRADUATE;1;
CHILD;1;
ECOCULTURAL THEORY;1;
FORMATIVE RESEARCH;1;
MOBILEDEVICES;1;
NUTRITION ENVIRONMENT;1;
IMMUNOSUPPRESSION;1;
EMPIRIC TREATMENT;1;
EHR PHENOTYPE;1;
NLP;1;
EDUCATIONAL COURSES;1;
BEHAVIORAL SCIENCES;2;
C LANGUAGE;1;
RECORDING;1;
PRECISIONTEACHING;1;
PROGRAMMING TEACHING;3;
LEARNING EFFICIENCY;2;
PROGRAMMINGABILITIES;1;
LEARNING SATISFACTION;1;
C LANGUAGE PROGRAMMING COURSE;1;
PEDAGOGICALISSUES;4;
PROGRAMMING AND PROGRAMMING LANGUAGES;9;
LEARNING FACILITIES;1;
PHYSIOLOGY AND ANATOMY COURSE;1;
PRE-PROFESSIONALPROGRAM;1;
SELF-LEARNER;1;
TEACHING STRATEGIES;6;
DENMARK;1;
PBL;1;
PROFESSIONAL LEARNING PROGRAM;1;
STEM INSTRUCTORS;1;
TEACHING PRACTICES;2;
UNIVERSITY TEACHERS' BELIEFS;1;
BIOCHEMISTRY AND MOLECULAR BIOLOGY;1;
TEACHING METHOD;2;
LEARNING METHOD;1;
COLLABORATIVE LEARNING-BASED LECTURE;1;
COLLABORATIVE QUIZ-BASED;1;
STUDENTS AS TEACHERS;1;
LEARNING BY TEACHING;1;
PROGRAMSATISFACTION;1;
FACE-TO-FACE LEARNING;2;
ONLINE TEACHING;6;
OPEN BOOKEXAM;1;
TEACHING AND LEARNING CURRICULA;1;
RESIDENCY TRAINING;1;
CONTINUINGEDUCATION;1;
SURVEY RESEARCH;1;
COMPLEXITY THEORY;2;
ADAPTIVE LEARNING;4;
